Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
1,126,0,0,0.0,4,143.2,60,39.834283123822566,8.885334234483642,6.253857984757666
1,113,0,0,0.0,3,202.17195678571102,78,48.11546296082791,7.919916974077427,12.592370368662328
1,37,1,0,0.0,4,170.44125674420215,114,41.11955753938744,7.050870793698009,10.47011061515314
1,165,1,1,2.70172167201441,2,188.5281141997333,132,75.23375930605657,9.055204289348962,10.013382965635016
1,116,0,0,0.0,0,287.55454232513847,118,71.0,12.93106159703947,10.87573984245158
1,90,0,0,0.0,1,66.01350961927716,103,26.319019590586652,8.723741193036815,9.698156900709368
1,124,1,0,0.0,3,246.3508401950664,91,63.18465273424548,12.287632098574852,10.657734326026162
1,76,1,0,0.0,1,229.71139631072558,90,64.209505107667,14.54780302491428,13.526673212316553
1,150,1,0,0.03065006513609308,2,242.95537239630767,82,63.56921549538458,12.375961653756207,9.96497135413018
1,93,1,0,0.0,3,268.1589066431228,114,64.85205334678697,11.02942347763138,11.285205334678697
1,48,1,0,0.36618525081107534,2,298.6059626071063,132,70.97111504866452,9.290047595873533,10.573156351384412
1,183,0,0,0.0,1,242.8086194779979,115,58.80875717780766,10.25821721532865,11.274160611745605
1,101,1,0,0.0,1,167.79842826125875,128,44.35386572867132,8.956541426581417,12.029675922477523
1,181,1,0,0.0,2,279.22547823881996,123,63.01568477985249,9.028274674216226,9.576855421277228
1,111,1,0,0.0,0,284.5147647839493,124,69.58757774752057,12.060642487231929,7.565377135076717
1,38,1,0,0.1341451597534926,2,297.1664594770826,108,72.7026651225183,12.148675868034594,11.139155164956758
1,126,1,0,0.0,2,293.80853757178227,101,69.49835815927264,11.22340741449446,10.154104601818403
1,173,1,0,0.0,0,291.466840230169,141,68.44421302644136,10.992450656217372,9.944421302644137
1,43,1,0,0.15732950372517732,1,290.4518602636164,81,72.82838821777268,12.500013359314442,11.228742234956592
1,62,1,0,0.0,2,272.74711824397957,102,65.66275818310241,11.247762243037817,15.124046181218876
1,97,0,1,2.7801717499915,1,218.06351651568312,123,83.09984820862996,10.420182149644043,10.299848208629964
1,21,1,0,0.0,3,102.55936908135071,84,31.943291528068432,8.265179779885816,9.162379319124724
1,4,0,0,0.22754767206231752,2,125.88938165356126,50,36.48932249955498,7.130815470845684,9.445907857270006
1,122,1,0,0.09329046068073277,1,239.9892155376706,84,64.04442402889559,12.896930027246928,10.455392231164696
1,94,1,1,1.9578650424804205,1,205.5943796467464,128,73.03932377403767,10.60775257788077,7.24719054255541
1,77,0,0,0.0,2,188.29306131840457,119,51.193061318404574,10.829155140545875,13.873102043946819
1,89,0,1,3.0251855073229037,0,112.52948057949587,113,72.08395169107635,13.000339593930462,11.194025894005506
1,146,1,0,0.0,0,274.65793226104813,92,67.14620716912181,11.655793226104812,6.989518713257745
1,126,0,0,0.0,4,143.2,68,36.476116908962936,6.9669817842450765,7.345262004587047
1,95,0,0,0.0,1,174.35019656911194,88,49.48336560167737,11.52013671066405,10.796673120335475
1,70,0,0,0.1346250604016277,3,178.92370697210123,113,46.34625060401628,8.307512968771258,13.039710731276461
1,91,0,0,0.0,2,231.1883255650508,94,62.39116744349492,13.133722746457938,7.82586790959187
1,91,1,0,0.0,1,192.12182339495882,60,53.475489512723755,11.98017010966522,11.46078322035801
1,22,1,0,0.2439161447322231,5,178.38318255646135,107,48.3429250750868,8.980090466123183,9.53539781955767
1,110,1,0,0.0,2,243.0726788539282,46,64.39412954719852,13.459307683806315,8.538434545919605
1,48,1,0,0.0,5,132.02943443899045,127,36.13277634842721,8.014066838188734,6.224048837607886
1,124,0,0,0.05336339686527314,0,187.67728261477995,118,46.363686844877975,7.894865156296358,9.470840185931186
1,63,0,0,0.2055549358097728,1,236.04114499361492,76,60.931228048752885,10.871983388972406,13.121263170748268
1,172,1,0,0.0,2,274.6025565820461,103,66.92337857729916,11.777602559309933,12.645972853620501
1,123,1,0,0.0,4,142.92255770872424,120,43.92945003901387,11.52306800936333,7.972847404416005
1,119,1,0,1.3731896220372743,2,199.77892621502548,131,57.86581943633971,5.474854229486031,6.0005710858218855
1,141,1,0,0.0,1,247.75431641562096,118,66.55583717826796,13.904720434702604,10.776651286928143
1,194,0,0,0.1123286146212317,1,237.6136541221654,122,62.03036839390733,11.848226707158005,11.934900865250441
1,126,0,0,0.4090836040719097,1,237.0908841000138,86,67.48027067035724,13.34108710278174,11.077886925927631
1,94,0,0,0.07371590998500492,2,256.7966705090853,118,62.10573864977508,10.110423292548733,10.34139202533739
1,145,1,0,1.345329365265485,2,187.2318693644283,97,56.924510283034984,6.70954304178525,8.219940700887477
1,155,0,0,0.8722751673358359,1,150.91744157088374,129,58.474713024509946,13.716952267114092,6.1106821365934465
1,113,0,0,0.0,0,249.85757606317057,100,64.0,12.125757606317055,13.73031433731051
1,65,0,0,0.0,3,56.67442527327287,101,25.215674694968886,8.676473193632,8.680436159118234
1,29,1,1,3.522525425160902,4,156.46843745542083,102,73.30846651274759,6.636584337574222,13.055094436311922
1,146,1,0,1.0412139069625446,2,185.34842703743848,98,54.2289414480771,7.105238723327144,9.481328681348536
1,135,0,1,3.52011432648575,2,216.11191482851095,126,97.20883723889568,14.449155829105445,13.031919161010254
1,109,1,0,0.16757423469284446,1,288.86864625847585,95,68.02025954266885,9.842271456903818,11.87561375659233
1,132,1,0,0.0,1,245.3542850402792,122,64.42415773667616,12.973918645485659,13.354564509247865
1,23,1,0,0.0,1,254.9912590398619,116,67.09564287997168,13.397303395197097,9.36434643199575
1,99,1,0,0.0,4,114.89034137369991,96,36.575908967013355,9.601015821744417,11.742409103298664
1,97,0,0,1.730476806427394,5,167.50286667410577,81,62.293301367850816,9.38294798169978,8.695986656251907
1,188,1,0,0.21591399003645606,1,323.4922779191429,64,72.12199435524143,8.415513237401981,10.596285445487688
1,67,0,0,0.6489392836916108,4,186.6251531775539,117,53.98895518676209,8.954715527399891,11.024190347215075
1,82,1,0,0.0,5,162.6547633873831,91,44.61643455943696,9.58054874251824,10.324651839155443
1,46,1,0,0.0,2,250.6278880134657,99,64.95901399831679,12.97589847777816,13.314345100589126
1,103,0,0,0.0,2,197.3026415918006,86,48.4275762044274,8.750557325520655,12.441364306641105
1,95,0,0,0.0,3,66.40533994926935,103,28.32032923735936,9.842115233075775,9.982340737275315
1,57,1,0,0.14184858644068252,3,162.8672316737287,98,43.212610207626966,7.918323192372767,14.323525394067916
1,107,1,0,0.0,2,213.61478745994415,96,58.144855997447145,12.723316879412844,12.380919066709215
1,72,1,0,0.021099816802684437,3,288.10552512433975,115,69.14506124051846,11.657907223235739,5.3099035592894275
1,105,0,0,0.0,2,268.92111064188805,85,61.00427169956944,8.672434868754584,7.615557432447778
1,143,1,0,0.0,1,243.2279902827307,114,63.64520471660524,12.707332962081217,9.587089174594084
1,122,0,0,0.0,1,235.81422080464452,134,63.708845890297766,13.58790566776464,10.165509674683003
1,126,1,0,0.18560271462287609,0,215.88251283803703,101,57.122580703608925,10.47595079746037,10.985314104754627
1,54,1,0,0.08352635389564925,2,242.36559588058515,117,67.56971272235575,14.845770177884596,9.45186609799209
1,145,0,0,0.24016921796221574,1,145.0012691347166,66,44.40310232930729,9.934005504683245,11.670521075806025
1,109,1,0,0.3743539606446489,3,131.20010493708514,125,44.79979012582973,10.677781460350213,12.086562837599104
1,74,1,0,0.0,2,314.34537934621284,85,73.01562925772056,11.109059519595606,12.273430261875045
1,63,0,0,0.0,3,152.72835462193615,78,41.59598435239178,8.90036362359965,12.938393740956712
1,95,1,0,0.0,4,155.25724239364592,88,43.849393947663266,10.075268188392297,11.886151499439793
1,111,1,0,0.0,1,271.5898122015572,109,68.46943660467159,12.623903278460366,9.163244137975648
1,107,0,0,0.0,1,269.1768109663444,89,61.17507070576443,8.704538181112794,9.420348052116001
1,78,1,0,0.0,0,244.2152563334558,86,61.916888397694976,11.573757307833626,7.840872807649912
1,104,0,0,0.0,2,19.229504130660693,35,21.450545880883293,10.527377115463908,7.438618218361425
1,61,1,0,0.0,1,258.5615401368429,121,62.745405333954494,10.589829746520692,9.534648798695558
1,155,1,0,0.0,0,167.4797729486724,68,42.19659423008612,7.8600927688482285,10.339886474336204
1,98,0,0,0.0,3,89.64200708535559,111,40.029752012554574,14.166958647156108,11.87619838995634
1,180,1,0,0.0,2,280.599100719051,121,63.187387589881375,9.009387365113048,10.418199190418735
1,66,0,0,0.7417008921253891,3,182.1871782062232,117,52.41700892125389,7.935547430258432,10.513152356472368
1,84,1,0,0.0,1,285.3239014877048,105,67.92522059764,11.034369708854243,11.745601474914404
1,125,1,0,0.0,1,229.44054139555402,135,64.06633854814908,14.317714536889694,7.040541395554029
1,67,0,0,0.0,3,154.65966562660907,132,43.84293675556927,9.824349404455413,9.649210082209196
1,91,0,0,0.0,3,163.22273220025545,95,44.12634989839167,9.281587474597918,11.205777535562914
1,115,1,0,0.0,0,287.76653822623916,120,70.41634556559794,12.425215978498711,12.451561544096652
1,106,0,0,0.0,2,268.82855313595024,85,60.64828129211642,8.46952033650636,7.985787456198922
1,109,1,0,0.16323738434047083,1,268.04334577404177,97,66.46639252668706,10.971865418151882,11.94814955513765
1,80,0,0,0.0,1,275.21967038230946,121,65.31315858224671,10.645043216055024,6.970197248106825
1,153,1,0,0.0,2,156.88710014211807,112,47.8645201705417,12.175679487260505,11.092901945995127
1,82,1,0,0.0,1,288.6210999269989,101,68.9357776155531,11.19691029520627,12.345259205184366
1,92,0,0,0.0,2,146.44864482758322,89,40.32432346886191,8.855945772001922,16.35405496654729
1,84,1,0,0.0,1,307.677871119033,97,71.88156759680392,11.439991373570983,5.441228826879739
1,40,1,0,1.6350382139784758,1,226.13976217564496,69,69.85250635081304,8.603636452900137,8.16151235097201
1,23,0,0,0.058706252215227295,0,231.45150487755717,81,58.03864907765402,10.326126924440139,11.883807733204197
1,180,1,0,0.0,2,277.92262793265996,115,65.49811749494948,10.603324570505041,10.91585091447811
1,40,1,0,1.490466424185188,1,226.66677264090129,70,69.68870580080095,9.289462234037753,8.403652294468158
1,110,0,0,0.0,1,56.54405152174295,103,32.488516226703986,13.449400496632824,9.102296754659204
1,195,0,0,2.811322037998392,1,206.81640452635077,118,81.12347320895314,10.363573207052212,13.869502641638555
1,136,0,0,0.18092942125523848,0,258.7890585659292,112,66.25556890312835,11.914706017931978,11.924391822434455
1,112,0,1,3.2315618886628936,2,164.3574042990582,88,82.5265716700566,12.668468149943626,11.96835708248585
1,97,0,1,3.032904511956674,3,140.90172863929732,90,70.26642111974878,9.04538393617039,11.235109119839803
1,126,0,0,0.0,3,146.99635126958324,62,41.30012029780248,9.286828390281386,7.188091426329883
1,164,1,0,0.0,1,211.9724556932484,101,54.58846982508073,10.726220664887572,8.022818487202489
1,123,1,0,0.0,4,242.38320201110554,87,61.0,11.282519698334166,8.548083821100562
1,93,1,0,0.23194280986801774,1,271.103357162555,101,69.2187132220304,11.811585371543128,8.504072039204772
1,120,1,0,0.14575554854528433,0,170.42251050942784,108,59.72596392904794,17.105114134549464,11.109957962288627
1,65,0,0,0.0,4,148.2487878687821,72,40.11445220675546,8.29005827236441,12.940932357830562
1,71,1,0,0.0,4,154.08428075962806,139,43.36789430278963,9.62762609442271,9.96354417795427
1,103,1,0,0.031442840834769656,0,233.6125153422977,127,63.99051932056792,13.945916535778784,9.378003978270197
1,103,0,1,1.9836104713002591,3,213.2758281163609,108,68.01203490433419,6.817419491682976,7.335594338149107
1,67,0,0,0.0,0,247.90561221735976,109,60.581901167031454,10.71569279358139,13.2
1,88,0,0,0.0,3,81.40299752350184,111,32.51186061419977,10.698664282388691,11.376779092129965
1,99,1,1,2.578978237360578,3,88.83042086353288,89,61.030420863532875,11.585268435678882,9.560725719240855
1,124,0,0,0.2953739770237757,0,298.36915984682514,78,76.87663938730068,13.486977986321113,12.187663938730068
1,40,1,0,0.10719291066506259,1,299.5616071199377,130,69.81083604000283,10.326837804685868,10.175852280019814
1,85,0,0,0.0,2,233.44128207534447,138,62.14969166464417,13.0659259995146,9.755092500606748
1,51,0,0,0.0,2,154.30099441935948,109,41.99431760366012,9.156462708278427,10.54495687324836
1,112,0,1,2.9590848150976603,2,164.33266517956068,88,76.84669313055942,10.844195044079013,10.96052096324905
1,224,0,0,0.2703400665441373,0,169.92313985201906,100,48.029915637872264,9.47087446590353,5.956456155332699
1,101,1,0,0.07702997934259027,1,272.9334127323959,98,71.16550855712194,13.649089392176723,6.634491442878061
1,132,0,0,0.020260040089154885,0,118.06814758941528,98,36.84507028167117,9.720454820122345,11.913217871086454
1,224,0,0,0.2776778109738084,0,168.80413382649422,102,49.75428557884497,10.514668611024245,6.635197515077277
1,23,1,0,0.0,2,320.5776593961591,106,76.39146392628518,12.365795302052385,11.482560822114445
1,71,0,0,0.06371245508606453,1,227.28462155659827,77,64.15941796418036,14.431547185741834,10.292811377151612
1,162,1,0,0.32935254909090195,0,247.39323787220766,77,69.11654734025961,13.408618812571405,9.623597086753255
1,184,0,0,0.126135865263455,2,112.4518501110424,115,33.08660235498877,7.09044658816704,11.182524370235424
1,98,1,0,0.22591148194478297,0,218.62513150696304,120,63.2437773348536,13.85427252791491,11.291564383473172
1,124,0,1,3.4049183629087008,3,155.0340885670419,90,75.43605456970997,8.74507492461438,12.598033997331903
1,72,1,0,0.0614782452879474,3,285.96550760994785,115,69.02927535489903,11.544579767277526,6.288115615556993
1,90,0,0,0.0,4,148.98273870664335,96,43.75791586392474,10.75612829167796,9.103166345569893
1,130,1,0,0.296477613024687,3,272.35870644958857,129,69.96477613024686,11.815303484032915,9.116490262420555
1,94,1,0,0.0,2,268.6420578791473,118,65.6745980719521,11.514282958854132,8.601607712191608
1,104,0,0,0.0,2,130.2283238647062,50,39.0,9.679942182727835,10.852601148804123
1,104,0,1,3.7258396986525106,3,116.41927383013487,97,74.25839698652511,9.794852202633715,13.809398869946916
1,78,0,0,0.0,2,232.25391473263738,95,58.0,10.582357804548156,14.224091044867476
1,66,0,0,0.24094078579592218,0,278.1227716587228,120,64.07772283412771,8.173167253003271,9.756929146807078
1,62,0,1,2.044677686552888,3,188.8111570273037,122,65.93846075076776,7.534868285516203,7.563651861732033
1,125,0,0,0.0,1,240.2684648715564,87,64.09045620550974,13.457867062829266,10.672364964407787
1,77,1,0,0.39214554730576484,4,103.57461730059524,115,32.137452922149116,6.018013151730884,11.960727736528824
1,68,0,1,2.291866309665617,0,271.2079927808105,98,90.71008651152083,12.571969004986395,8.502436048446228
1,116,1,0,0.0,3,274.7894740087267,137,70.74533096492686,13.741946706007594,11.581663706158583
1,126,0,0,0.0,0,177.0635185941539,110,45.015722941745565,8.394339740971596,7.729873589316578
1,161,0,0,0.06014908238626831,2,193.33535694069738,108,49.58658258523585,9.116688656965541,13.08796588245709
1,128,0,0,0.0,4,55.43070352727044,96,22.473384012432405,7.498593134670237,11.355608385702736
1,80,1,1,3.125447987684472,4,135.57173026170497,114,73.9027809544534,11.438290631170801,11.557929953816771
1,99,1,0,0.0,0,220.953168740914,91,61.28406982382649,13.54529768870271,9.829558105704107
1,155,1,1,2.8082831041379683,2,198.1201087100168,128,74.08283104137969,6.944439227224904,10.398221349097023
1,98,1,0,1.2957672756540302,1,92.86961754665897,86,50.19175426628863,12.358702449316741,10.32177052799538
1,120,0,0,0.0,0,228.1214102192016,134,60.77542040394374,12.833323384091148,10.534747757633756
1,76,0,0,0.0,1,126.71830178586183,102,39.677788847066026,10.124175798829471,13.101145425904681
1,127,0,0,0.0,0,228.18596625618338,130,64.52338957302771,14.84689340637846,6.024271469669522
1,187,0,0,0.0684944797266232,1,241.93989265306806,120,60.06736148340965,10.588471786925997,11.687142711498305
1,91,0,0,0.1601706093599479,2,130.88982625005733,109,44.940726405597744,12.012056734067507,9.044075781142485
1,49,0,0,0.2917762608553298,1,96.62147493518214,107,44.93207923200805,14.57906442174074,12.80644248055464
1,103,1,0,1.5080502034061738,3,212.7433687760055,113,67.66240306887983,9.561590057077069,10.49001518971665
1,76,0,1,4.122900078339497,4,142.59057118424434,100,84.27633359446499,10.685495833656681,15.27396695391149
1,26,1,0,0.0,4,131.69584810446264,57,33.83074141107374,6.385198553375835,8.409844484664426
1,150,0,1,3.7265721459832135,8,234.60622068016863,119,99.37575109176488,12.995687710520945,13.814896288235367
1,103,1,0,0.0,1,274.9632822630473,85,64.52769225096948,10.133348666709093,12.36005119318551
1,120,1,0,0.04144167989330997,1,261.13604199733277,101,67.57380787544582,12.89535034137022,9.346496586297805
1,125,0,0,0.0,0,175.4154788767423,109,48.197430111632,10.485181208514302,8.499357527908002
1,127,0,0,0.0,1,242.42358309657084,101,61.0,11.276462535514373,13.9
1,83,0,0,0.0,0,279.70854269202727,113,64.91672648343635,10.082519739533996,10.133524746996331
1,53,0,0,0.21958607571999517,2,245.64030131032095,86,63.62069621400024,11.112788358192079,11.235296177759478
1,182,1,0,0.0,2,279.2625169854071,121,63.81258492703557,9.489110483775097,9.987550956221343
1,105,1,0,0.07789063211446454,0,290.7864009914548,72,66.80527341971384,9.445273419713839,12.00729969574726
1,176,1,0,0.10775001236497529,3,330.8103027904974,67,80.8328026668477,13.58153761387765,7.1305305016193
1,121,1,0,0.08429478185018718,1,262.2073695462547,102,68.16715851792567,12.962926386763757,8.670736132362432
1,148,1,0,1.0964320382244253,2,326.53948265118424,82,91.9355025970939,14.84202904633798,6.18749262413909
1,49,1,0,0.37254105984057656,1,296.18016216084663,130,71.3524635904346,9.714827499345198,11.367632480072066
1,87,1,0,0.03971451466917887,4,166.751244535057,63,43.88469979612174,8.66509501641082,7.1330894778705325
1,28,1,0,0.0,1,243.2434219372785,119,64.0,12.921445969984731,9.89957975444409
1,125,0,0,0.0,0,239.89055314257615,86,64.80944685742384,13.971857051602775,11.152280914650982
1,64,1,0,0.3021351774757358,0,284.05175035748607,118,70.99119574818616,11.26670709269292,12.018578728257756
1,122,0,0,0.0,0,233.13597152777436,133,61.68752568133913,12.809697387315566,10.620306721698695
1,148,1,0,0.0,5,152.6293548890382,89,44.93766607856312,10.802720451916555,8.618096152537651
1,76,0,0,0.0,0,335.04307185035213,67,76.15891193838029,11.055336941866198,11.432723176232395
1,135,0,0,0.0,0,197.0391255877397,128,49.28935365094473,8.886423961934222,14.071520761315554
1,62,1,0,0.0,2,273.9716566467122,102,66.67384493765226,11.730837025767194,14.652205695762277
1,65,1,0,0.0,4,116.79246253777345,135,37.80347110868402,10.362489300564665,8.245090959403228
1,96,0,0,0.0,3,67.32690735759657,101,28.88226058390035,10.038791204365122,9.881193094897938
1,108,0,1,2.663263444836093,1,268.51565591976157,105,93.86306454865894,12.551778847239405,9.86479212939404
1,145,1,0,1.3844823009072857,2,187.47435061357353,97,57.271547667132765,6.658599733478589,8.057545001918644
1,134,0,0,0.12188023159782976,0,256.54786157583806,101,63.85983009150417,11.049146711472954,9.061537501013357
1,110,1,0,0.0,1,257.49629518732877,62,69.27111084495891,14.933036988242467,9.26948144599452
1,55,1,0,0.2550716713780147,0,222.29305453179614,112,64.61411260600534,13.904928328621985,7.277508498230514
1,83,1,0,0.0,1,264.2475046227866,133,65.60536044484758,11.974020333635684,13.458225512481766
1,67,0,0,0.0,1,336.69175386913423,64,78.52703458572091,12.059595879572555,12.990879323215115
1,52,1,0,0.0,1,266.56143645357196,94,62.34640886607017,9.94229007325807,15.078425370984213
1,78,1,0,0.06281987919540039,1,107.79904654025864,109,36.214751510057496,9.777571389252895,8.543903761752855
1,82,1,0,0.09527811954258784,0,276.4040193591991,113,65.0307348772718,9.854900518644039,9.139870031856097
1,86,1,1,2.489719462967404,3,89.82134793371851,87,61.21741363545187,11.890557684160036,9.225282231985174
1,110,0,0,0.0,3,162.8871219678189,92,40.105082601407155,7.127489842104618,13.451751376690119
1,96,1,0,0.024240100839892982,0,226.35240521006114,91,63.377068235287226,13.978653327731118,7.884262857159599
1,135,0,0,0.09913413166604734,2,131.36789151374882,91,34.825057414706976,6.4854903488739515,12.708199365683726
1,109,1,0,0.0,0,287.02504795572554,84,63.25002283605978,8.297508175309401,9.600021922617387
1,77,1,0,0.06442009193432843,0,303.6275407557868,106,68.33743857679886,9.292633180109453,9.481639496142147
1,101,0,0,0.0,2,272.5533436743252,119,66.69069975784085,11.55449824150977,11.007732506053978
1,81,0,0,0.0,1,235.23138497934215,139,62.602882273251176,13.174691745580281,9.619135318024648
1,187,1,0,0.0,2,274.5515753769753,124,63.0,9.503794231565074,9.31048230737397
1,51,1,0,0.0,1,266.45937878464025,92,62.60155303839942,10.117063831303605,14.657437486640951
1,102,1,0,0.0,4,113.00930020263337,95,35.33885830076209,9.027900607900099,12.198342509771372
1,131,0,0,0.0,0,252.26255013806033,102,64.22001604417932,12.356505214358275,9.150476334835517
1,73,1,0,0.0,0,240.91986615185965,84,64.59446303446394,13.435244902046003,10.056191048194929
1,77,1,0,0.0,1,265.4371155123947,97,64.35895109541627,10.968261728271747,6.577554215551914
1,122,1,0,0.07460784484139221,1,240.1315592773989,84,64.03552754516257,13.011694667402876,10.384220361300542
1,49,0,1,4.409429555608559,0,208.4284356515517,91,101.1710025608589,12.260098312828147,16.33919618377076
1,68,1,0,0.0,1,251.5793259228959,129,65.0,12.579482639503407,9.210986282017755
1,78,1,0,0.08713381995974112,0,299.8319383617514,118,70.21164639084043,10.389826439486633,12.870154095621512
1,106,1,0,0.0,4,74.87973694499945,87,32.83771934459435,11.48200878963504,9.279473678648678
1,83,0,0,0.0,2,225.95590930698336,86,61.72045346508326,13.614368678061831,14.530625891306311
1,95,0,1,3.335657615485444,1,111.66015867664075,108,73.11885871828481,11.89505888887182,12.35312176447899
1,145,1,0,0.034888651276736515,0,272.35685706890206,92,66.44853422175481,11.25799509268912,6.706448163694563
1,98,0,0,0.0,3,271.73906924840963,119,64.08502159491086,10.118118154194612,11.072874460127228
1,113,1,0,0.2163406484658788,1,264.6586065212453,97,66.84547096538151,11.20744513650591,13.245109726988181
1,155,1,0,0.0,1,238.31828095649402,129,64.25441502990606,13.790883005981211,12.363341588365081
1,100,1,0,0.04296285285016857,2,270.3874056456027,84,64.53703566062711,10.345629717719866,4.9725913813518545
1,123,0,0,0.06347546428943185,3,123.02048967619407,106,33.833115468798795,6.8487052600679945,6.875246395122976
1,15,1,0,2.4827278890449986,5,155.4336634139611,114,66.90775004265554,9.094798561875832,10.0
1,86,0,0,0.0,2,162.25805048316315,130,42.219683776057025,8.487555841315707,11.301987238374558
1,105,1,1,2.7031007667976947,6,98.34819920952025,91,62.605107272737065,10.657834094868347,10.017434229246314
1,113,0,0,0.0,2,255.42393470544033,69,66.84653792780911,13.436321561809978,9.776897471479392
1,27,1,0,0.0,5,120.6495485719323,51,32.244291029783184,6.552612857016926,8.12899627915177
1,114,1,0,0.21551856088151752,4,124.7529139371345,125,44.155185608815174,11.839182489340871,13.197350525111194
1,134,0,1,3.7466874315095016,1,183.83010931826163,80,86.79977049384235,10.320049179890924,13.866743168719216
1,128,0,0,0.0,2,50.107093947672695,102,29.15299135381813,12.04513903030675,9.131546240561988
1,91,0,0,0.0,2,130.50049941073385,75,41.59113609578811,10.875518106820671,10.77290887663049
1,95,0,0,1.1713001180381442,2,168.53358303952325,87,59.235698470131126,10.81295288499403,10.994402826746125
1,130,0,0,0.004213667031261248,4,216.14030638372378,105,67.77878248085878,18.03725457011678,16.789391240429392
1,137,1,0,0.0,4,133.79953057853447,103,40.35663990557264,10.22687461630541,11.336602833488328
1,79,1,0,0.0,1,249.29250613227947,74,59.3000041574776,9.529251860471224,9.69375025984235
1,142,1,0,0.0,0,224.12468211261472,99,53.124012347761614,8.368680864343313,4.909240747613318
1,100,1,0,0.0,1,97.46737159309585,86,34.6231019767159,10.207853418000584,12.600506139542425
1,176,1,0,0.0,0,286.8939847047693,135,66.0684979152635,10.067152295359064,9.745479833221081
1,77,1,0,0.5374894001214425,4,104.88852729787581,88,45.304197985036254,12.68947764376132,12.443443187057463
1,118,0,1,3.481701043650744,2,166.51938170793548,120,82.3860826693114,10.922433001904714,12.898350562962777
1,105,1,0,0.06754349076821921,0,291.3328593938034,72,66.83114127307945,9.471141273079452,12.165740297611643
1,123,1,0,0.0,1,235.50938465708373,134,64.08320666782123,13.818985534984366,9.717249328022318
1,95,0,0,0.009645722296038195,4,228.85430973649247,133,60.79185546624338,12.618407677049426,9.962929209477352
1,31,1,0,0.0,1,246.1579126062514,118,65.28367438076951,13.211576624028876,9.092551157115427
1,124,1,0,0.0,2,243.49456723111936,88,61.0,11.115814915332097,10.659677739126785
1,171,1,0,0.0,2,269.02727323605023,94,64.39643850803088,10.722830272147485,8.44732888102316
1,79,1,1,3.960105947784257,4,141.40950248989517,101,81.51662935731655,10.161768883515911,14.66741576302649
1,63,0,0,0.7709051560710516,1,283.41648671669674,99,77.66257397328374,12.741629155127685,10.479109481335438
1,148,1,0,0.0,2,242.02019208883348,83,63.05243802307831,12.361242160156252,10.159935970388833
1,79,1,0,0.0,0,320.793762898894,110,72.8263087523849,10.589444307287435,6.504384792064152
1,125,0,0,0.0,3,151.7757393226363,66,42.936897028300095,9.673107698678823,8.432041741508074
1,121,0,1,4.4652659080012365,1,262.49281981998325,86,104.72180844000177,8.64795230919546,16.53670194400459
1,107,0,0,0.0,1,273.3713593448399,116,70.70631074713327,13.783155373566636,10.195145793119853
1,49,1,0,0.0,0,91.15352100095639,101,32.61531687519925,9.784714533067309,9.82850852697073
1,115,1,0,0.0,0,284.4407590482372,119,69.85185775749588,12.45014989621878,14.088885345502469
1,46,1,0,0.0,2,257.74503337705937,67,66.0,13.019182325981863,13.33460151676652
1,84,1,0,0.0,2,231.0914521836882,89,60.11219920593157,11.944113727768448,12.931344424300386
1,103,1,0,0.0,1,93.64926970805799,83,35.19525549944808,10.935656988796822,11.797080201986901
1,100,0,0,0.18770965510140214,1,263.9715151693603,117,63.50838620405609,9.537152930093578,7.782677932667751
1,105,1,1,2.8408257434145474,2,156.21524217373562,83,70.44354303639722,8.570705712045035,10.516478677860846
1,89,0,0,0.0,3,86.71338997259174,107,36.93349728908134,12.65875490466923,10.61327818458173
1,54,0,0,0.0,1,272.85995380386044,83,68.03610469498061,12.44,9.460284835521328
1,42,1,0,0.1503916380588304,2,290.1721002008121,115,72.22006703801131,12.533834348075672,10.569004145350096
1,95,1,0,0.0,4,88.07103789010233,115,36.37103789010233,12.224025781974374,12.726242997798606
1,107,0,0,0.0,2,133.14019084196096,105,39.10422336393851,9.226777878101366,12.77145785114251
1,180,1,0,0.0,1,281.54451744512687,122,65.49866279149435,10.253083721078946,10.567023255601505
1,98,0,0,0.02493248525059405,0,241.20574092511282,102,71.14121439692398,17.054120571127076,10.011821595385975
1,188,1,0,0.21193164064371062,1,335.1941246435086,69,75.98157966355927,9.539143643351945,10.485330255715837
1,143,1,0,0.0,3,137.29609987327171,102,38.0,8.115585019009245,5.783123745595333
1,122,1,0,0.0,3,123.31572395791082,103,38.08416287848059,9.539135738493474,12.822149337405456
1,81,1,0,0.0,1,240.395386882361,90,60.5267856980923,11.07758927810338,9.757589296240008
1,50,1,0,0.32534351168089914,1,286.643029326136,119,73.039292888589,12.080453995951506,12.99252712490598
1,126,1,0,0.0,1,230.3120597522861,131,64.70939039129082,14.714428259545887,6.8368042000621845
1,143,1,0,0.0,4,162.44661346012012,75,45.55313877300543,10.205647027975294,9.747632161962825
1,107,1,0,0.0,0,201.12677973535764,99,57.66221337866159,13.490435695763676,9.697996020397715
1,118,1,0,0.0,4,159.5843185854618,114,46.84068467583493,11.424704424361455,8.806372612966603
1,158,1,0,0.0,1,188.8864916573337,104,53.811610285882665,12.229411066738695,10.471169447555438
1,70,1,0,0.0,0,278.84589514271966,109,64.36069904853561,9.739043895820112,11.784163111324975
